Geneid,Genesymbol,Genetype,LNCAP_Hypoxia_S1,LNCAP_Hypoxia_S2,LNCAP_Normoxia_S1,LNCAP_Normoxia_S2,PC3_Hypoxia_S1,PC3_Hypoxia_S2,PC3_Normoxia_S1,PC3_Normoxia_S2
ENSG00000166165,CKB,protein_coding,55799,57995,19031,27659,296,110,114,289
ENSG00000166166,TRMT61A,protein_coding,249,324,335,585,129,53,133,261
ENSG00000166167,BTRC,protein_coding,901,1106,1091,1149,932,277,295,850
ENSG00000166169,POLL,protein_coding,781,876,682,1076,225,88,104,266
ENSG00000166170,BAG5,protein_coding,5376,6198,4709,4910,537,192,195,521
ENSG00000166171,DPCD,protein_coding,1420,1556,906,1539,84,24,16,56
ENSG00000166173,LARP6,protein_coding,497,459,364,715,1488,451,405,1166
ENSG00000166181,API5,protein_coding,7060,8140,5776,6172,2092,666,635,1945
ENSG00000166183,ASPG,protein_coding,3,1,0,0,0,0,0,0
ENSG00000166188,ZNF319,protein_coding,363,379,352,540,55,27,44,105
ENSG00000166189,HPS6,protein_coding,425,485,555,854,132,53,73,211
ENSG00000166192,SENP8,protein_coding,186,256,326,368,68,31,27,80
ENSG00000166197,NOLC1,protein_coding,18879,21862,25430,30326,3572,1074,1557,4248
ENSG00000166199,ALKBH3,protein_coding,1158,1322,1437,1751,336,91,109,331
ENSG00000166200,COPS2,protein_coding,5235,6386,5967,6206,2226,695,669,1780
ENSG00000166206,GABRB3,protein_coding,3296,3922,3860,4047,396,148,137,413
ENSG00000166211,SPIC,protein_coding,4,8,12,16,0,0,0,0
ENSG00000166220,TBATA,protein_coding,0,0,0,0,16,4,11,38
ENSG00000166224,SGPL1,protein_coding,1233,1423,1999,2893,4577,1644,1760,4736
ENSG00000166225,FRS2,protein_coding,1411,1607,1449,1501,1401,414,389,1079
ENSG00000166226,CCT2,protein_coding,11591,14410,14481,16706,6672,2020,2855,7292
ENSG00000166228,PCBD1,protein_coding,5970,6669,11308,12665,2889,977,1416,3703
ENSG00000166233,ARIH1,protein_coding,3260,3726,3075,3614,1687,574,565,1538
ENSG00000166246,DNAAF8,protein_coding,51,69,49,81,5,0,4,4
ENSG00000166250,CLMP,protein_coding,5,14,15,14,949,268,430,1186
ENSG00000166257,SCN3B,protein_coding,5,3,9,6,201,74,70,168
ENSG00000166260,COX11,protein_coding,1230,1438,960,1043,1477,433,495,1286
ENSG00000166261,ZNF202,protein_coding,1058,1129,1072,1139,88,27,48,156
ENSG00000166262,FAM227B,protein_coding,190,209,181,194,21,10,10,23
ENSG00000166263,STXBP4,protein_coding,838,924,476,629,1242,403,431,1181
ENSG00000166266,CUL5,protein_coding,3641,4159,4814,5099,1734,557,596,1725
ENSG00000166268,MYRFL,protein_coding,6,7,8,14,10,3,2,4
ENSG00000166272,WBP1L,protein_coding,1775,2135,1705,2119,173,68,66,171
ENSG00000166275,BORCS7,protein_coding,466,569,718,910,65,28,21,61
ENSG00000166278,C2,protein_coding,49,72,28,38,2,0,2,4
ENSG00000166289,PLEKHF1,protein_coding,187,236,106,133,66,23,24,96
ENSG00000166292,TMEM100,protein_coding,1398,1966,63,71,12,2,1,3
ENSG00000166295,ANAPC16,protein_coding,1658,1862,2185,3282,876,286,298,799
ENSG00000166311,SMPD1,protein_coding,1847,2182,1501,2307,392,141,111,319
ENSG00000166313,APBB1,protein_coding,102,154,153,386,288,101,96,274
ENSG00000166317,SYNPO2L,protein_coding,40,40,10,25,1,0,0,1
ENSG00000166321,NUDT13,protein_coding,200,245,162,169,105,40,33,70
ENSG00000166323,C11orf65,protein_coding,231,221,423,470,14,6,4,12
ENSG00000166326,TRIM44,protein_coding,6611,7889,7439,8139,1653,494,711,2053
ENSG00000166333,ILK,protein_coding,3173,3689,2695,3428,2084,763,753,1983
ENSG00000166337,TAF10,protein_coding,426,486,354,440,114,40,49,138
ENSG00000166340,TPP1,protein_coding,5054,5018,6702,8530,3225,1304,965,2973
ENSG00000166341,DCHS1,protein_coding,35,29,16,58,4,2,1,2
ENSG00000166342,NETO1,protein_coding,13107,14734,9506,9275,21,9,13,39
ENSG00000166343,MSS51,protein_coding,35,49,45,51,88,41,38,98
ENSG00000166347,CYB5A,protein_coding,6495,6931,4787,7370,499,160,262,648
ENSG00000166348,USP54,protein_coding,14447,17480,15964,17592,1535,524,683,1929
ENSG00000166349,RAG1,protein_coding,28,27,27,27,40,13,18,38
ENSG00000166352,IFTAP,protein_coding,463,593,771,883,284,107,131,360
ENSG00000166359,WDR88,protein_coding,2,0,1,0,0,0,0,2
ENSG00000166377,ATP9B,protein_coding,497,538,476,544,271,78,85,213
ENSG00000166387,PPFIBP2,protein_coding,4312,5152,3451,4748,84,28,69,188
ENSG00000166391,MOGAT2,protein_coding,342,394,194,193,0,0,0,0
ENSG00000166394,CYB5R2,protein_coding,280,260,55,62,220,81,98,234
ENSG00000166396,SERPINB7,protein_coding,1,4,4,3,505,162,137,365
ENSG00000166398,GARRE1,protein_coding,2495,2727,1177,1534,187,66,69,167
ENSG00000166401,SERPINB8,protein_coding,129,124,141,155,2332,758,569,1710
ENSG00000166402,TUB,protein_coding,2571,3061,1992,2223,388,129,152,486
ENSG00000166405,RIC3,protein_coding,496,620,472,572,0,0,0,0
ENSG00000166407,LMO1,protein_coding,12,9,8,8,2,3,1,2
ENSG00000166411,IDH3A,protein_coding,2438,2941,3323,3983,1105,292,501,1350
ENSG00000166415,WDR72,protein_coding,741,863,1371,1341,391,143,119,333
ENSG00000166426,CRABP1,protein_coding,1,0,4,3,216,70,155,546
ENSG00000166428,PLD4,protein_coding,3,5,1,4,0,0,1,0
ENSG00000166432,ZMAT1,protein_coding,796,829,1065,1089,47,13,20,58
ENSG00000166435,XRRA1,protein_coding,306,445,488,706,257,104,111,272
ENSG00000166436,TRIM66,protein_coding,1112,1257,1421,1639,148,75,87,252
ENSG00000166439,RNF169,protein_coding,1536,1621,1550,1672,2963,884,952,2684
ENSG00000166441,RPL27A,protein_coding,27805,32257,38221,54185,5142,1703,2028,5607
ENSG00000166444,DENND2B,protein_coding,787,805,608,887,199,71,79,204
ENSG00000166446,CDYL2,protein_coding,3692,4539,1916,2296,470,150,119,317
ENSG00000166448,TMEM130,protein_coding,2,1,2,2,1,0,0,0
ENSG00000166450,PRTG,protein_coding,157,187,281,317,111,59,68,195
ENSG00000166451,CENPN,protein_coding,4537,5569,5597,6118,981,298,306,936
ENSG00000166452,AKIP1,protein_coding,701,779,792,1086,52,30,30,66
ENSG00000166454,ATMIN,protein_coding,10784,13057,7043,7082,2002,662,757,2194
ENSG00000166455,C16orf46,protein_coding,2,0,1,3,0,0,0,1
ENSG00000166471,TMEM41B,protein_coding,2384,2605,2269,2709,730,244,228,585
ENSG00000166473,PKD1L2,protein_coding,12,23,12,18,130,53,18,84
ENSG00000166477,LEO1,protein_coding,8260,9143,8471,9575,510,151,173,435
ENSG00000166478,ZNF143,protein_coding,2133,2621,1793,1841,94,28,24,87
ENSG00000166479,TMX3,protein_coding,2247,2688,2258,2169,1238,397,355,1024
ENSG00000166482,MFAP4,protein_coding,1,0,2,0,0,0,0,0
ENSG00000166483,WEE1,protein_coding,1722,1932,1684,1739,1078,427,368,925
ENSG00000166484,MAPK7,protein_coding,1512,1609,501,772,447,178,106,232
ENSG00000166501,PRKCB,protein_coding,0,0,0,0,1,0,0,2
ENSG00000166503,HDGFL3,protein_coding,1604,1524,1047,1394,1702,554,636,1840
ENSG00000166507,NDST2,protein_coding,46,66,24,29,58,22,19,77
ENSG00000166508,MCM7,protein_coding,5003,6610,6567,6348,816,242,355,1075
ENSG00000166510,CCDC68,protein_coding,1,0,0,0,203,53,52,146
ENSG00000166526,ZNF3,protein_coding,2311,2636,1699,2127,862,306,320,860
ENSG00000166529,ZSCAN21,protein_coding,256,298,296,323,85,30,61,123
ENSG00000166532,RIMKLB,protein_coding,1428,1501,1693,1696,338,147,157,421
ENSG00000166535,A2ML1,protein_coding,69,69,174,162,0,0,0,0
ENSG00000166546,BEAN1,protein_coding,35,21,20,16,36,14,14,43
ENSG00000166548,TK2,protein_coding,864,1004,976,1302,155,63,66,212
ENSG00000166557,TMED3,protein_coding,4098,4816,2665,4648,313,113,142,371
ENSG00000166558,SLC38A8,protein_coding,0,0,0,1,1,0,0,0
ENSG00000166562,SEC11C,protein_coding,8947,10004,11018,12097,1182,361,432,1223
ENSG00000166569,CPLX4,protein_coding,4,3,3,3,6,0,0,0
ENSG00000166575,TMEM135,protein_coding,1262,1494,1766,1820,614,201,195,522
ENSG00000166578,IQCD,protein_coding,223,240,206,285,21,11,16,39
ENSG00000166579,NDEL1,protein_coding,3839,4154,3486,4041,1384,389,388,1244
ENSG00000166582,CENPV,protein_coding,204,223,176,282,5,2,5,3
ENSG00000166592,RRAD,protein_coding,7,1,8,4,12,0,5,7
ENSG00000166595,CIAO2B,protein_coding,878,1080,1001,1729,365,146,241,614
ENSG00000166596,CFAP52,protein_coding,11,15,18,14,0,0,0,2
ENSG00000166598,HSP90B1,protein_coding,61959,70277,91072,99563,22357,8205,7671,20757
ENSG00000166619,BLCAP,protein_coding,2548,2889,1651,2285,2494,829,606,1570
ENSG00000166664,CHRFAM7A,protein_coding,1,0,0,1,0,1,0,3
ENSG00000166669,ATF7IP2,protein_coding,0,0,3,1,149,42,61,233
ENSG00000166670,MMP10,protein_coding,28,31,28,71,8,5,0,2
ENSG00000166676,TVP23A,protein_coding,0,0,0,0,1,0,0,1
ENSG00000166681,BEX3,protein_coding,8579,9958,9891,12741,1116,378,479,1352
ENSG00000166682,TMPRSS5,protein_coding,9,11,1,8,1,1,2,4
ENSG00000166685,COG1,protein_coding,925,1109,1179,1482,900,373,467,1228
ENSG00000166689,PLEKHA7,protein_coding,1146,1173,985,1271,499,159,190,482
ENSG00000166704,ZNF606,protein_coding,1128,1297,1081,1161,311,119,92,286
ENSG00000166707,ZCCHC18,protein_coding,47,64,10,21,13,4,8,21
ENSG00000166710,B2M,protein_coding,21229,26308,24603,26826,17129,5354,4891,13401
ENSG00000166716,ZNF592,protein_coding,2945,3124,1597,1936,992,344,310,824
ENSG00000166734,GOLM2,protein_coding,7267,8291,8445,8909,2207,740,692,1976
ENSG00000166736,HTR3A,protein_coding,21,13,13,9,2,0,1,3
ENSG00000166741,NNMT,protein_coding,69,89,70,98,716,227,463,1245
ENSG00000166743,ACSM1,protein_coding,217,247,263,321,0,0,0,0
ENSG00000166747,AP1G1,protein_coding,7293,8571,7986,8760,3150,979,1024,2889
ENSG00000166750,SLFN5,protein_coding,1867,1958,1955,2302,528,154,216,652
ENSG00000166762,CATSPER2,protein_coding,208,189,195,245,17,2,7,26
ENSG00000166780,BMERB1,protein_coding,161,140,111,274,113,31,39,100
ENSG00000166783,MARF1,protein_coding,2446,2774,2412,2834,143,45,64,158
ENSG00000166788,SAAL1,protein_coding,504,505,584,717,145,35,54,164
ENSG00000166793,YPEL4,protein_coding,10,13,2,0,69,41,18,45
ENSG00000166794,PPIB,protein_coding,9904,12842,14856,21309,6619,2329,3123,8480
ENSG00000166797,CIAO2A,protein_coding,1330,1435,1794,1866,186,78,61,238
ENSG00000166801,FAM111A,protein_coding,6475,7445,11001,11495,2356,775,926,2663
ENSG00000166803,PCLAF,protein_coding,292,323,557,659,270,66,63,197
ENSG00000166813,KIF7,protein_coding,47,52,32,79,35,17,20,59
ENSG00000166816,LDHD,protein_coding,653,768,903,1056,18,17,6,26
ENSG00000166819,PLIN1,protein_coding,82,80,31,30,21,10,11,15
ENSG00000166821,PEX11A,protein_coding,936,1068,805,984,405,151,133,316
ENSG00000166822,TMEM170A,protein_coding,1238,1359,930,1179,866,277,255,792
ENSG00000166823,MESP1,protein_coding,169,238,231,374,42,27,34,74
ENSG00000166825,ANPEP,protein_coding,11,10,9,9,728,283,172,509
ENSG00000166828,SCNN1G,protein_coding,808,673,79,98,1589,777,61,115
ENSG00000166831,RBPMS2,protein_coding,281,226,81,133,56,9,23,59
ENSG00000166833,NAV2,protein_coding,95,114,78,122,715,315,296,724
ENSG00000166839,ANKDD1A,protein_coding,79,95,86,145,16,8,13,43
ENSG00000166840,GLYATL1,protein_coding,6180,7072,11386,11729,11,3,2,10
ENSG00000166845,C18orf54,protein_coding,427,470,484,398,496,156,174,451
ENSG00000166847,DCTN5,protein_coding,2813,3510,3089,3652,1060,397,435,1238
ENSG00000166848,TERF2IP,protein_coding,11114,11897,12452,16204,1403,488,492,1460
ENSG00000166851,PLK1,protein_coding,2619,3231,2909,3469,2014,672,690,1724
ENSG00000166855,CLPX,protein_coding,3515,4081,3569,3706,301,105,98,296
ENSG00000166860,ZBTB39,protein_coding,1033,1240,822,1045,483,172,248,642
ENSG00000166863,TAC3,protein_coding,0,2,1,0,0,0,0,0
ENSG00000166866,MYO1A,protein_coding,15,9,3,15,4,0,0,2
ENSG00000166881,NEMP1,protein_coding,1679,1859,2536,2635,2401,963,1084,3042
ENSG00000166886,NAB2,protein_coding,255,239,186,227,89,36,38,63
ENSG00000166887,VPS39,protein_coding,2644,3009,2660,2983,1676,668,548,1554
ENSG00000166888,STAT6,protein_coding,77,75,49,76,524,227,220,679
ENSG00000166889,PATL1,protein_coding,2571,2901,2234,2476,2303,800,551,1751
ENSG00000166896,ATP23,protein_coding,185,209,303,352,115,52,79,220
ENSG00000166897,ELFN2,protein_coding,452,391,538,751,615,217,254,620
ENSG00000166900,STX3,protein_coding,5508,6128,4656,5935,2610,718,838,2330
ENSG00000166902,MRPL16,protein_coding,1870,2145,2802,3534,1223,429,515,1338
ENSG00000166908,PIP4K2C,protein_coding,1584,1788,1443,1810,1087,348,394,1092
ENSG00000166912,MTMR10,protein_coding,1035,1159,852,943,859,280,257,725
ENSG00000166913,YWHAB,protein_coding,11827,14155,14238,16195,11167,3566,3387,9152
ENSG00000166920,C15orf48,protein_coding,1,2,0,1,564,232,50,157
ENSG00000166922,SCG5,protein_coding,7,10,2,6,9,5,6,20
ENSG00000166923,GREM1,protein_coding,0,3,0,0,37,9,26,42
ENSG00000166924,NYAP1,protein_coding,11,8,8,7,10,3,8,12
ENSG00000166925,TSC22D4,protein_coding,1628,1731,910,1481,309,143,90,276
ENSG00000166927,MS4A7,protein_coding,0,3,0,0,0,0,0,2
ENSG00000166938,DIS3L,protein_coding,1212,1521,1898,2206,280,97,208,579
ENSG00000166946,CCNDBP1,protein_coding,675,799,848,1146,614,220,180,502
ENSG00000166948,TGM6,protein_coding,5,7,8,7,0,0,0,0
ENSG00000166949,SMAD3,protein_coding,523,549,432,610,5091,1811,1498,3970
ENSG00000166959,MS4A8,protein_coding,25,24,23,20,0,0,0,0
ENSG00000166960,CCDC178,protein_coding,2,0,3,7,0,0,0,0
ENSG00000166963,MAP1A,protein_coding,262,328,160,217,34,16,19,59
ENSG00000166965,RCCD1,protein_coding,617,696,607,684,85,33,48,130
ENSG00000166971,AKTIP,protein_coding,2857,3030,1878,2123,224,90,82,225
ENSG00000166974,MAPRE2,protein_coding,832,1054,1393,1595,255,91,161,500
ENSG00000166979,EVA1C,protein_coding,58,74,41,52,124,29,45,114
ENSG00000166986,MARS1,protein_coding,5295,5613,6327,8606,1670,502,771,1992
ENSG00000166987,MBD6,protein_coding,4376,4920,3012,3871,503,168,171,490
ENSG00000166997,CNPY4,protein_coding,288,344,154,247,202,89,87,180
ENSG00000167004,PDIA3,protein_coding,30571,34823,33785,41355,5933,2147,1327,3542
ENSG00000167005,NUDT21,protein_coding,8999,10227,11089,11458,2883,872,974,2509
ENSG00000167011,NAT16,protein_coding,13,16,6,0,8,4,3,11
